# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_transcript_ablation	variants_effect_upstream_gene_variant
sitB	gene-SC80_RS25580	TRANSCRIPT_gene-SC80_RS25580	protein_coding	0	14	6	97	0	0	0	0	55	0	0	6	0	0	0	0	0	0	14	0	42
sitC	gene-SC80_RS25585	TRANSCRIPT_gene-SC80_RS25585	protein_coding	0	10	3	104	0	0	0	0	42	0	0	3	0	0	0	0	0	0	10	0	62
sitD	gene-SC80_RS25590	TRANSCRIPT_gene-SC80_RS25590	protein_coding	0	19	12	86	0	0	0	0	11	0	0	12	0	0	0	0	0	0	19	0	75
skp	gene-SC80_RS08500	TRANSCRIPT_gene-SC80_RS08500	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
slmA	gene-SC80_RS16795	TRANSCRIPT_gene-SC80_RS16795	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
slyD	gene-SC80_RS20825	TRANSCRIPT_gene-SC80_RS20825	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
slyX	gene-SC80_RS20820	TRANSCRIPT_gene-SC80_RS20820	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
smg	gene-SC80_RS24185	TRANSCRIPT_gene-SC80_RS24185	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
smpB	gene-SC80_RS24655	TRANSCRIPT_gene-SC80_RS24655	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
smrA	gene-SC80_RS15335	TRANSCRIPT_gene-SC80_RS15335	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
smrB	gene-SC80_RS06505	TRANSCRIPT_gene-SC80_RS06505	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
sodA	gene-SC80_RS17770	TRANSCRIPT_gene-SC80_RS17770	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sodB	gene-SC80_RS02990	TRANSCRIPT_gene-SC80_RS02990	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sodC	gene-SC80_RS02940	TRANSCRIPT_gene-SC80_RS02940	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sohB	gene-SC80_RS15715	TRANSCRIPT_gene-SC80_RS15715	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
solA	gene-SC80_RS16090	TRANSCRIPT_gene-SC80_RS16090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sorE	gene-SC80_RS21860	TRANSCRIPT_gene-SC80_RS21860	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
soxR	gene-SC80_RS14805	TRANSCRIPT_gene-SC80_RS14805	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
soxS	gene-SC80_RS14810	TRANSCRIPT_gene-SC80_RS14810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
speA	gene-SC80_RS11425	TRANSCRIPT_gene-SC80_RS11425	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
speB	gene-SC80_RS11415	TRANSCRIPT_gene-SC80_RS11415	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
speC	gene-SC80_RS11565	TRANSCRIPT_gene-SC80_RS11565	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
speD	gene-SC80_RS08220	TRANSCRIPT_gene-SC80_RS08220	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
speE	gene-SC80_RS08225	TRANSCRIPT_gene-SC80_RS08225	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
speF	gene-SC80_RS01500	TRANSCRIPT_gene-SC80_RS01500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
speFL	gene-SC80_RS28980	TRANSCRIPT_gene-SC80_RS28980	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
speG	gene-SC80_RS02615	TRANSCRIPT_gene-SC80_RS02615	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
spoT	gene-SC80_RS16840	TRANSCRIPT_gene-SC80_RS16840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
spt	gene-SC80_RS08790	TRANSCRIPT_gene-SC80_RS08790	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
spy	gene-SC80_RS03440	TRANSCRIPT_gene-SC80_RS03440	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
sra	gene-SC80_RS24340	TRANSCRIPT_gene-SC80_RS24340	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
srlA	gene-SC80_RS22490	TRANSCRIPT_gene-SC80_RS22490	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
srlB	gene-SC80_RS22480	TRANSCRIPT_gene-SC80_RS22480	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
srlD	gene-SC80_RS22475	TRANSCRIPT_gene-SC80_RS22475	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
srlE	gene-SC80_RS22485	TRANSCRIPT_gene-SC80_RS22485	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
srlR	gene-SC80_RS22465	TRANSCRIPT_gene-SC80_RS22465	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
srmB	gene-SC80_RS11725	TRANSCRIPT_gene-SC80_RS11725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
srsR	gene-SC80_RS11310	TRANSCRIPT_gene-SC80_RS11310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ssnA	gene-SC80_RS11120	TRANSCRIPT_gene-SC80_RS11120	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sspA	gene-SC80_RS10025	TRANSCRIPT_gene-SC80_RS10025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sspB	gene-SC80_RS10020	TRANSCRIPT_gene-SC80_RS10020	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ssuA	gene-SC80_RS13400	TRANSCRIPT_gene-SC80_RS13400	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ssuB	gene-SC80_RS13385	TRANSCRIPT_gene-SC80_RS13385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ssuC	gene-SC80_RS13390	TRANSCRIPT_gene-SC80_RS13390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ssuD	gene-SC80_RS13395	TRANSCRIPT_gene-SC80_RS13395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ssuE	gene-SC80_RS13405	TRANSCRIPT_gene-SC80_RS13405	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
sthA	gene-SC80_RS17460	TRANSCRIPT_gene-SC80_RS17460	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
stpA	gene-SC80_RS22670	TRANSCRIPT_gene-SC80_RS22670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sucA	gene-SC80_RS01635	TRANSCRIPT_gene-SC80_RS01635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
sucC	gene-SC80_RS14875	TRANSCRIPT_gene-SC80_RS14875	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
sucD	gene-SC80_RS14870	TRANSCRIPT_gene-SC80_RS14870	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
sufA	gene-SC80_RS03135	TRANSCRIPT_gene-SC80_RS03135	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sufB	gene-SC80_RS03130	TRANSCRIPT_gene-SC80_RS03130	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
sufC	gene-SC80_RS03125	TRANSCRIPT_gene-SC80_RS03125	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
sufD	gene-SC80_RS03120	TRANSCRIPT_gene-SC80_RS03120	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
sufE	gene-SC80_RS03110	TRANSCRIPT_gene-SC80_RS03110	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
sufS	gene-SC80_RS03115	TRANSCRIPT_gene-SC80_RS03115	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
suhB	gene-SC80_RS11925	TRANSCRIPT_gene-SC80_RS11925	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
sulA	gene-SC80_RS13480	TRANSCRIPT_gene-SC80_RS13480	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
surA	gene-SC80_RS07860	TRANSCRIPT_gene-SC80_RS07860	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
surE	gene-SC80_RS10400	TRANSCRIPT_gene-SC80_RS10400	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
sutR	gene-SC80_RS15105	TRANSCRIPT_gene-SC80_RS15105	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
sxy	gene-SC80_RS13485	TRANSCRIPT_gene-SC80_RS13485	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
syd	gene-SC80_RS10630	TRANSCRIPT_gene-SC80_RS10630	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
symE	gene-SC80_RS07225	TRANSCRIPT_gene-SC80_RS07225	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
tag	gene-SC80_RS18245	TRANSCRIPT_gene-SC80_RS18245	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tal	gene-SC80_RS07600	TRANSCRIPT_gene-SC80_RS07600	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
tal	gene-SC80_RS12245	TRANSCRIPT_gene-SC80_RS12245	protein_coding	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
tam	gene-SC80_RS02440	TRANSCRIPT_gene-SC80_RS02440	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
tap	gene-SC80_RS21695	TRANSCRIPT_gene-SC80_RS21695	protein_coding	0	1	1	299	0	0	0	0	172	0	0	1	0	0	0	0	0	0	1	0	127
tapT	gene-SC80_RS11685	TRANSCRIPT_gene-SC80_RS11685	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tar	gene-SC80_RS04455	TRANSCRIPT_gene-SC80_RS04455	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tas	gene-SC80_RS10985	TRANSCRIPT_gene-SC80_RS10985	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tatA	gene-SC80_RS23270	TRANSCRIPT_gene-SC80_RS23270	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
tatB	gene-SC80_RS23275	TRANSCRIPT_gene-SC80_RS23275	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tatC	gene-SC80_RS23280	TRANSCRIPT_gene-SC80_RS23280	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
tatD	gene-SC80_RS23285	TRANSCRIPT_gene-SC80_RS23285	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
tatE	gene-SC80_RS01180	TRANSCRIPT_gene-SC80_RS01180	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tauA	gene-SC80_RS00015	TRANSCRIPT_gene-SC80_RS00015	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
tauB	gene-SC80_RS00020	TRANSCRIPT_gene-SC80_RS00020	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tauC	gene-SC80_RS00025	TRANSCRIPT_gene-SC80_RS00025	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tauD	gene-SC80_RS00030	TRANSCRIPT_gene-SC80_RS00030	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tcdA	gene-SC80_RS10725	TRANSCRIPT_gene-SC80_RS10725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tcyN	gene-SC80_RS04605	TRANSCRIPT_gene-SC80_RS04605	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tdcA	gene-SC80_RS09545	TRANSCRIPT_gene-SC80_RS09545	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
tdcB	gene-SC80_RS09540	TRANSCRIPT_gene-SC80_RS09540	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tdcC	gene-SC80_RS09535	TRANSCRIPT_gene-SC80_RS09535	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tdcR	gene-SC80_RS29800	TRANSCRIPT_gene-SC80_RS29800	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
tdk	gene-SC80_RS18890	TRANSCRIPT_gene-SC80_RS18890	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
tehA	gene-SC80_RS15125	TRANSCRIPT_gene-SC80_RS15125	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
tehB	gene-SC80_RS15120	TRANSCRIPT_gene-SC80_RS15120	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
tesA	gene-SC80_RS00685	TRANSCRIPT_gene-SC80_RS00685	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
tesB	gene-SC80_RS00440	TRANSCRIPT_gene-SC80_RS00440	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
tgt	gene-SC80_RS00205	TRANSCRIPT_gene-SC80_RS00205	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
thiB	gene-SC80_RS07935	TRANSCRIPT_gene-SC80_RS07935	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
thiC	gene-SC80_RS25035	TRANSCRIPT_gene-SC80_RS25035	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
thiI	gene-SC80_RS00290	TRANSCRIPT_gene-SC80_RS00290	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
thiP	gene-SC80_RS07930	TRANSCRIPT_gene-SC80_RS07930	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
thiQ	gene-SC80_RS07925	TRANSCRIPT_gene-SC80_RS07925	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
thpR	gene-SC80_RS08355	TRANSCRIPT_gene-SC80_RS08355	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
thrA	gene-SC80_RS07565	TRANSCRIPT_gene-SC80_RS07565	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
thrB	gene-SC80_RS07570	TRANSCRIPT_gene-SC80_RS07570	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
thrC	gene-SC80_RS07575	TRANSCRIPT_gene-SC80_RS07575	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
thrL	gene-SC80_RS07560	TRANSCRIPT_gene-SC80_RS07560	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
thrS	gene-SC80_RS03320	TRANSCRIPT_gene-SC80_RS03320	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tilS	gene-SC80_RS08550	TRANSCRIPT_gene-SC80_RS08550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tkt	gene-SC80_RS11405	TRANSCRIPT_gene-SC80_RS11405	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tkt	gene-SC80_RS12240	TRANSCRIPT_gene-SC80_RS12240	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tldD	gene-SC80_RS10100	TRANSCRIPT_gene-SC80_RS10100	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tmaR	gene-SC80_RS04880	TRANSCRIPT_gene-SC80_RS04880	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tmk	gene-SC80_RS16285	TRANSCRIPT_gene-SC80_RS16285	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tnpA	gene-SC80_RS07745	TRANSCRIPT_gene-SC80_RS07745	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
tomB	gene-SC80_RS00480	TRANSCRIPT_gene-SC80_RS00480	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
topA	gene-SC80_RS15700	TRANSCRIPT_gene-SC80_RS15700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
topB	gene-SC80_RS03535	TRANSCRIPT_gene-SC80_RS03535	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
torA	gene-SC80_RS13650	TRANSCRIPT_gene-SC80_RS13650	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
torC	gene-SC80_RS13645	TRANSCRIPT_gene-SC80_RS13645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
torD	gene-SC80_RS13655	TRANSCRIPT_gene-SC80_RS13655	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
torI	gene-SC80_RS06905	TRANSCRIPT_gene-SC80_RS06905	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
torR	gene-SC80_RS13640	TRANSCRIPT_gene-SC80_RS13640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
torS	torS	gene-SC80_RS13630	pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
torT	gene-SC80_RS13635	TRANSCRIPT_gene-SC80_RS13635	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
torY	gene-SC80_RS04395	TRANSCRIPT_gene-SC80_RS04395	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
torZ	gene-SC80_RS04390	TRANSCRIPT_gene-SC80_RS04390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tpiA	gene-SC80_RS17710	TRANSCRIPT_gene-SC80_RS17710	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tpx	gene-SC80_RS15425	TRANSCRIPT_gene-SC80_RS15425	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
traA	gene-SC80_RS21490	TRANSCRIPT_gene-SC80_RS21490	protein_coding	0	5	17	282	0	2	0	0	151	0	0	16	0	0	0	0	0	0	5	0	131
traB	gene-SC80_RS21510	TRANSCRIPT_gene-SC80_RS21510	protein_coding	0	23	9	272	0	0	0	0	146	0	0	9	0	0	0	0	0	0	23	0	126
traC	gene-SC80_RS21545	TRANSCRIPT_gene-SC80_RS21545	protein_coding	1	68	18	272	1	0	0	0	133	0	0	18	0	0	1	0	0	0	68	0	139
traD	gene-SC80_RS21645	TRANSCRIPT_gene-SC80_RS21645	protein_coding	0	55	19	348	0	1	0	2	187	0	0	16	0	0	0	0	0	0	56	0	161
traE	gene-SC80_RS21500	TRANSCRIPT_gene-SC80_RS21500	protein_coding	0	13	10	277	0	0	0	0	142	0	0	10	0	0	0	0	0	0	13	0	135
traF	gene-SC80_RS21585	TRANSCRIPT_gene-SC80_RS21585	protein_coding	0	21	4	294	0	0	0	0	159	0	0	4	0	0	0	0	0	0	21	0	135
traG	gene-SC80_RS21625	TRANSCRIPT_gene-SC80_RS21625	protein_coding	0	78	29	351	0	0	0	0	159	0	0	29	0	0	0	0	0	0	78	0	192
traH	gene-SC80_RS21620	TRANSCRIPT_gene-SC80_RS21620	protein_coding	0	42	33	323	0	0	0	0	163	0	0	33	0	0	0	0	0	0	42	0	160
traI	gene-SC80_RS21650	TRANSCRIPT_gene-SC80_RS21650	protein_coding	1	139	57	296	0	0	0	0	126	1	0	57	0	0	0	0	0	0	140	0	170
traK	gene-SC80_RS21505	TRANSCRIPT_gene-SC80_RS21505	protein_coding	0	13	3	281	0	0	0	0	133	0	0	3	0	0	0	0	0	0	13	0	148
traL	gene-SC80_RS21495	TRANSCRIPT_gene-SC80_RS21495	protein_coding	0	0	1	308	0	0	0	0	165	0	0	1	0	0	0	0	0	0	0	0	143
traM	gene-SC80_RS21475	TRANSCRIPT_gene-SC80_RS21475	protein_coding	0	0	0	358	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	262
traN	gene-SC80_RS21575	TRANSCRIPT_gene-SC80_RS21575	protein_coding	0	36	27	316	0	0	0	0	181	0	0	27	0	0	0	0	0	0	36	0	135
traP	gene-SC80_RS21515	TRANSCRIPT_gene-SC80_RS21515	protein_coding	0	1	8	263	0	0	0	0	168	0	0	8	0	0	0	0	0	0	1	0	95
traQ	gene-SC80_RS21600	TRANSCRIPT_gene-SC80_RS21600	protein_coding	0	3	3	348	0	0	0	0	186	0	0	3	0	0	0	0	0	0	3	0	162
traR	gene-SC80_RS27885	TRANSCRIPT_gene-SC80_RS27885	protein_coding	0	4	2	281	0	0	0	0	122	0	0	2	0	0	0	0	0	0	4	0	159
traT	gene-SC80_RS21635	TRANSCRIPT_gene-SC80_RS21635	protein_coding	1	12	3	375	0	0	0	0	160	1	0	4	0	0	0	0	0	0	12	0	215
traU	gene-SC80_RS21560	TRANSCRIPT_gene-SC80_RS21560	protein_coding	1	18	1	287	0	0	0	0	160	0	1	1	0	1	0	0	1	1	18	0	127
traV	gene-SC80_RS21530	TRANSCRIPT_gene-SC80_RS21530	protein_coding	0	13	23	262	0	0	0	0	130	0	0	23	0	0	0	0	0	0	13	0	132
traW	gene-SC80_RS21555	TRANSCRIPT_gene-SC80_RS21555	protein_coding	0	5	5	308	0	0	0	0	152	0	0	5	0	0	0	0	0	0	5	0	156
traX	gene-SC80_RS21655	TRANSCRIPT_gene-SC80_RS21655	protein_coding	0	25	8	350	0	0	0	0	167	0	0	8	0	1	0	0	0	1	24	0	183
traY	gene-SC80_RS21485	TRANSCRIPT_gene-SC80_RS21485	protein_coding	0	1	0	317	0	0	0	0	164	0	0	0	0	0	0	0	0	0	1	0	153
trbA	gene-SC80_RS21590	TRANSCRIPT_gene-SC80_RS21590	protein_coding	1	2	16	292	0	1	0	0	148	0	0	16	0	1	0	0	1	0	2	0	144
trbB	gene-SC80_RS21605	TRANSCRIPT_gene-SC80_RS21605	protein_coding	0	8	9	364	0	0	0	0	204	0	0	9	0	0	0	0	0	0	8	0	160
trbC	gene-SC80_RS21570	TRANSCRIPT_gene-SC80_RS21570	protein_coding	3	13	2	288	0	0	0	0	156	3	0	4	0	0	1	0	0	0	13	0	132
trbF	gene-SC80_RS21615	TRANSCRIPT_gene-SC80_RS21615	protein_coding	1	0	6	372	1	0	0	0	211	0	0	6	0	0	1	0	0	0	1	0	161
trbG	trbG	gene-SC80_RS21525	pseudogene	0	0	0	287	0	0	0	0	155	0	0	0	8	0	0	0	0	0	0	0	124
trbI	gene-SC80_RS21550	TRANSCRIPT_gene-SC80_RS21550	protein_coding	0	9	1	293	0	0	0	0	137	0	0	1	0	0	0	0	0	0	9	0	156
trbJ	gene-SC80_RS21610	TRANSCRIPT_gene-SC80_RS21610	protein_coding	1	3	4	377	0	0	0	0	212	1	0	5	0	1	0	0	1	0	3	0	165
treB	gene-SC80_RS20030	TRANSCRIPT_gene-SC80_RS20030	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
treC	gene-SC80_RS20025	TRANSCRIPT_gene-SC80_RS20025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
treR	gene-SC80_RS20035	TRANSCRIPT_gene-SC80_RS20035	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
trhA	gene-SC80_RS11225	TRANSCRIPT_gene-SC80_RS11225	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
