locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFAJBHHO_03606	CDS	1305	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
EFAJBHHO_03607	CDS	1413	ftsP		COG2132	Cell division protein FtsP
EFAJBHHO_03608	CDS	738	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
EFAJBHHO_03609	CDS	2259	parC	5.99.1.3	COG0188	DNA topoisomerase 4 subunit A
EFAJBHHO_03610	CDS	1608	ygiS		COG4166	putative deoxycholate-binding periplasmic protein YgiS
EFAJBHHO_03611	CDS	483	sbmC_2			DNA gyrase inhibitor
EFAJBHHO_03612	CDS	393	ygiW		COG3111	Protein YgiW
EFAJBHHO_03613	CDS	660	qseB			Transcriptional regulatory protein QseB
EFAJBHHO_03614	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
EFAJBHHO_03615	CDS	333	ygiZ			Inner membrane protein YgiZ
EFAJBHHO_03616	CDS	711				hypothetical protein
EFAJBHHO_03617	CDS	480	hcpA_5		COG3157	Major exported protein
EFAJBHHO_03618	CDS	582	mdaB		COG2249	Modulator of drug activity B
EFAJBHHO_03619	CDS	315	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
EFAJBHHO_03620	CDS	888	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
EFAJBHHO_03621	CDS	948	fhuD_2		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
EFAJBHHO_03622	CDS	1050	feuC		COG0609	Iron-uptake system permease protein FeuC
EFAJBHHO_03623	CDS	984	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
EFAJBHHO_03624	CDS	810	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
EFAJBHHO_03625	CDS	2142	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
EFAJBHHO_03626	CDS	1893	parE	5.99.1.3	COG0187	DNA topoisomerase 4 subunit B
EFAJBHHO_03627	CDS	582				hypothetical protein
EFAJBHHO_03628	CDS	828	cpdA	3.1.4.53	COG1409	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
EFAJBHHO_03629	CDS	423				hypothetical protein
EFAJBHHO_03630	CDS	630	nudF	3.6.1.13		ADP-ribose pyrophosphatase
EFAJBHHO_03631	CDS	1482	tolC		COG1538	Outer membrane protein TolC
EFAJBHHO_03632	CDS	672				hypothetical protein
EFAJBHHO_03633	CDS	1161	ygiC	6.3.1.-	COG0754	Putative acid--amine ligase YgiC
EFAJBHHO_03634	CDS	1797	assT	2.8.2.22		Arylsulfate sulfotransferase AssT
EFAJBHHO_03635	CDS	669	dsbL		COG0526	Thiol:disulfide interchange protein DsbL
EFAJBHHO_03636	CDS	672	dsbI		COG1495	Protein-disulfide oxidoreductase DsbI
EFAJBHHO_03637	CDS	816	ygiD	1.13.11.29	COG3384	4,5-DOPA dioxygenase extradiol
EFAJBHHO_03638	CDS	774	zupT		COG0428	Zinc transporter ZupT
EFAJBHHO_03639	CDS	171				hypothetical protein
EFAJBHHO_03640	CDS	564	ybgD			putative fimbrial-like protein YbgD
EFAJBHHO_03641	CDS	2523	papC_3		COG3188	Outer membrane usher protein PapC
EFAJBHHO_03642	CDS	741	yfcS_2		COG3121	putative fimbrial chaperone YfcS
EFAJBHHO_03643	CDS	1050				hypothetical protein
EFAJBHHO_03644	CDS	654	ribB	4.1.99.12	COG0108	3,4-dihydroxy-2-butanone 4-phosphate synthase
EFAJBHHO_03645	CDS	300	yqiC		COG2960	putative protein YqiC
EFAJBHHO_03646	CDS	201	glgS			Surface composition regulator
EFAJBHHO_03647	CDS	630	yqiJ			Inner membrane protein YqiJ
EFAJBHHO_03648	CDS	1662	yqiK		COG2268	Inner membrane protein YqiK
EFAJBHHO_03649	CDS	1434	hldE		COG2870	Bifunctional protein HldE
EFAJBHHO_03650	CDS	2841	glnE		COG1391	Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme
EFAJBHHO_03651	CDS	1302	ygiF	3.6.1.25	COG3025	Inorganic triphosphatase
EFAJBHHO_03652	CDS	621				hypothetical protein
EFAJBHHO_03653	CDS	1239	cca_2		COG0617	Multifunctional CCA protein
EFAJBHHO_03654	CDS	822	uppP	3.6.1.27	COG1968	Undecaprenyl-diphosphatase
EFAJBHHO_03655	CDS	369	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
EFAJBHHO_03656	CDS	618	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
EFAJBHHO_03657	CDS	933	dmlR_3			HTH-type transcriptional regulator DmlR
EFAJBHHO_03658	CDS	912	ttdA	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
EFAJBHHO_03659	CDS	606	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
EFAJBHHO_03660	CDS	1464	ttdT_2		COG0471	L-tartrate/succinate antiporter
EFAJBHHO_03661	CDS	1014	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
EFAJBHHO_03662	CDS	216	rpsU		COG0828	30S ribosomal protein S21
EFAJBHHO_03663	CDS	1746	dnaG	2.7.7.-	COG0358	DNA primase
EFAJBHHO_03664	CDS	1842	rpoD		COG0568	RNA polymerase sigma factor RpoD
EFAJBHHO_03665	CDS	507	mug	3.2.2.28	COG3663	G/U mismatch-specific DNA glycosylase
EFAJBHHO_03666	tRNA	76				tRNA-Met(cat)
EFAJBHHO_03667	CDS	765	yqjH	1.16.1.9	COG2375	NADPH-dependent ferric-chelate reductase
EFAJBHHO_03668	CDS	624	yqjI		COG1695	Transcriptional regulator YqjI
EFAJBHHO_03669	CDS	1521	aer		COG0840	Aerotaxis receptor
EFAJBHHO_03670	CDS	1482	patA	2.6.1.82	COG4992	Putrescine aminotransferase
EFAJBHHO_03671	CDS	333	ygjH		COG0073	tRNA-binding protein YgjH
EFAJBHHO_03672	CDS	984	lacR_2		COG1609	HTH-type transcriptional regulator LacR
EFAJBHHO_03673	CDS	3093	ebgA	3.2.1.23	COG3250	Evolved beta-galactosidase subunit alpha
EFAJBHHO_03674	CDS	450	ebgC		COG2731	Evolved beta-galactosidase subunit beta
EFAJBHHO_03675	CDS	1434	ygjI		COG0531	Inner membrane transporter YgjI
EFAJBHHO_03676	CDS	1071				hypothetical protein
EFAJBHHO_03677	CDS	2352	ygjK	3.2.1.-		Glucosidase YgjK
EFAJBHHO_03678	CDS	2019	fadH	1.3.1.34	COG0446	2,4-dienoyl-CoA reductase
EFAJBHHO_03679	CDS	1137	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
EFAJBHHO_03680	CDS	504	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
EFAJBHHO_03681	CDS	693				hypothetical protein
EFAJBHHO_03682	CDS	987	iolU	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
EFAJBHHO_03683	CDS	966	alx		COG0861	Putative membrane-bound redox modulator Alx
EFAJBHHO_03684	CDS	1245	sstT		COG3633	Serine/threonine transporter SstT
EFAJBHHO_03685	CDS	552	ygjV			Inner membrane protein YgjV
EFAJBHHO_03686	CDS	1488	uxaA	4.2.1.7	COG2721	Altronate dehydratase
EFAJBHHO_03687	CDS	1413	uxaC	5.3.1.12	COG1904	Uronate isomerase
EFAJBHHO_03688	CDS	1299	exuT_1			Hexuronate transporter
EFAJBHHO_03689	CDS	777	lldR_2		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
EFAJBHHO_03690	CDS	663	yqjA		COG0586	Inner membrane protein YqjA
EFAJBHHO_03691	CDS	384	mzrA			Modulator protein MzrA
EFAJBHHO_03692	CDS	369	yqjC			Protein YqjC
EFAJBHHO_03693	CDS	306	yqjD		COG4575	putative protein YqjD
EFAJBHHO_03694	CDS	405	yqjE		COG5393	Inner membrane protein YqjE
EFAJBHHO_03695	CDS	300				hypothetical protein
EFAJBHHO_03696	CDS	483	yqjF		COG2259	Inner membrane protein YqjF
EFAJBHHO_03697	CDS	987	yqjG	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
EFAJBHHO_03698	CDS	369	yhaH		COG3152	Inner membrane protein YhaH
EFAJBHHO_03699	CDS	897	yhaJ_2			HTH-type transcriptional regulator YhaJ
EFAJBHHO_03700	CDS	702	yhaK		COG1741	Pirin-like protein YhaK
EFAJBHHO_03701	CDS	165				hypothetical protein
EFAJBHHO_03702	CDS	1311				hypothetical protein
EFAJBHHO_03703	CDS	1332	dlsT		COG0814	putative serine transporter
EFAJBHHO_03704	CDS	1365	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
EFAJBHHO_03705	CDS	390	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
EFAJBHHO_03706	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
EFAJBHHO_03707	CDS	1209	tdcD	2.7.2.15	COG0282	Propionate kinase
EFAJBHHO_03708	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
EFAJBHHO_03709	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
EFAJBHHO_03710	CDS	939	tsaR			HTH-type transcriptional regulator TsaR
EFAJBHHO_03711	CDS	1146	garK	2.7.1.165	COG1929	Glycerate 2-kinase
EFAJBHHO_03712	CDS	891	garR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
EFAJBHHO_03713	CDS	771	garL	4.1.2.20	COG3836	5-keto-4-deoxy-D-glucarate aldolase
EFAJBHHO_03714	CDS	771	garP_1			putative galactarate transporter
EFAJBHHO_03715	CDS	525	garP_2			putative galactarate transporter
EFAJBHHO_03716	CDS	1572	garD_1	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
EFAJBHHO_03717	CDS	825	srlR_3		COG1349	Glucitol operon repressor
EFAJBHHO_03718	CDS	1281	kbaZ		COG4573	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
EFAJBHHO_03719	CDS	474	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
EFAJBHHO_03720	CDS	780	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
EFAJBHHO_03721	CDS	879	manZ_3		COG3716	PTS system mannose-specific EIID component
EFAJBHHO_03722	CDS	435	manX_4	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
EFAJBHHO_03723	CDS	1134	agaA	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
EFAJBHHO_03724	CDS	1155	agaS_1	3.5.99.-	COG2222	Putative D-galactosamine-6-phosphate deaminase AgaS
EFAJBHHO_03725	CDS	861	kbaY_3	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
EFAJBHHO_03726	CDS	477	sorB_3	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
EFAJBHHO_03727	CDS	804	agaC_2		COG3715	N-acetylgalactosamine permease IIC component 1
EFAJBHHO_03728	CDS	792	manZ_4		COG3716	PTS system mannose-specific EIID component
EFAJBHHO_03729	CDS	714	nagB_3	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
EFAJBHHO_03730	CDS	864	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
EFAJBHHO_03731	CDS	2037	lpoA		COG3107	Penicillin-binding protein activator LpoA
EFAJBHHO_03732	CDS	396				hypothetical protein
EFAJBHHO_03733	CDS	591	diaA		COG0279	DnaA initiator-associating protein DiaA
EFAJBHHO_03734	CDS	576	osmY_2		COG2823	Osmotically-inducible protein Y
EFAJBHHO_03735	CDS	1041			COG0701	Putative two-component membrane permease complex subunit SMU_747c
EFAJBHHO_03736	CDS	636				hypothetical protein
EFAJBHHO_03737	CDS	519	yhbO	3.1.2.-	COG0693	Protein/nucleic acid deglycase 2
EFAJBHHO_03738	CDS	444				hypothetical protein
EFAJBHHO_03739	CDS	303				hypothetical protein
EFAJBHHO_03740	CDS	504				hypothetical protein
EFAJBHHO_03741	CDS	525				hypothetical protein
EFAJBHHO_03742	CDS	996	yhbU	3.4.-.-	COG0826	putative protease YhbU
EFAJBHHO_03743	CDS	879				hypothetical protein
EFAJBHHO_03744	CDS	1008	limB	1.14.13.107		Limonene 1,2-monooxygenase
EFAJBHHO_03745	CDS	1245	mtr		COG0814	Tryptophan-specific transport protein
EFAJBHHO_03746	CDS	1890	deaD	3.6.4.13	COG0513	ATP-dependent RNA helicase DeaD
EFAJBHHO_03747	CDS	885	nlpI		COG4785	Lipoprotein NlpI
EFAJBHHO_03748	CDS	2136	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
EFAJBHHO_03749	CDS	270	rpsO		COG0184	30S ribosomal protein S15
EFAJBHHO_03750	CDS	945	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
EFAJBHHO_03751	CDS	402	rbfA		COG0858	30S ribosome-binding factor
EFAJBHHO_03752	CDS	2673	infB		COG0532	Translation initiation factor IF-2
EFAJBHHO_03753	CDS	1488	nusA		COG0195	Transcription termination/antitermination protein NusA
EFAJBHHO_03754	CDS	453	rimP		COG0779	Ribosome maturation factor RimP
EFAJBHHO_03755	tRNA	77				tRNA-Met(cat)
EFAJBHHO_03756	CDS	1344	argG	6.3.4.5	COG0137	Argininosuccinate synthase
EFAJBHHO_03757	CDS	1518	yhbX	2.7.-.-	COG2194	Putative phosphoethanolamine transferase YhbX
EFAJBHHO_03758	tRNA	87				tRNA-Leu(gag)
EFAJBHHO_03759	CDS	333	secG		COG1314	Protein-export membrane protein SecG
EFAJBHHO_03760	CDS	1338	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
EFAJBHHO_03761	CDS	849	folP	2.5.1.15	COG0294	Dihydropteroate synthase
EFAJBHHO_03762	CDS	1944	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
EFAJBHHO_03763	CDS	630	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
EFAJBHHO_03764	CDS	294	yhbY		COG1534	RNA-binding protein YhbY
EFAJBHHO_03765	CDS	477	greA		COG0782	Transcription elongation factor GreA
EFAJBHHO_03766	CDS	1434	dacB	3.4.16.4	COG2027	D-alanyl-D-alanine carboxypeptidase DacB
EFAJBHHO_03767	CDS	1173	obgE	3.6.5.-	COG0536	GTPase ObgE/CgtA
EFAJBHHO_03768	CDS	966	yhbE		COG0697	putative inner membrane transporter YhbE
EFAJBHHO_03769	CDS	258	rpmA		COG0211	50S ribosomal protein L27
EFAJBHHO_03770	CDS	312	rplU		COG0261	50S ribosomal protein L21
EFAJBHHO_03771	CDS	972	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
EFAJBHHO_03772	CDS	279				hypothetical protein
EFAJBHHO_03773	CDS	1260	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
EFAJBHHO_03774	CDS	270	ibaG		COG5007	Acid stress protein IbaG
EFAJBHHO_03775	CDS	294	mlaB		COG3113	putative phospholipid ABC transporter-binding protein MlaB
EFAJBHHO_03776	CDS	636	mlaC		COG2854	putative phospholipid-binding protein MlaC
EFAJBHHO_03777	CDS	552	mlaD		COG1463	putative phospholipid ABC transporter-binding protein MlaD
EFAJBHHO_03778	CDS	783	mlaE		COG0767	putative phospholipid ABC transporter permease protein MlaE
EFAJBHHO_03779	CDS	810	mlaF	3.6.3.-	COG1127	putative phospholipid import ATP-binding protein MlaF
EFAJBHHO_03780	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
EFAJBHHO_03781	CDS	987	kdsD_1	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
EFAJBHHO_03782	CDS	567	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
EFAJBHHO_03783	CDS	576	lptC		COG3117	Lipopolysaccharide export system protein LptC
EFAJBHHO_03784	CDS	558	lptA		COG1934	Lipopolysaccharide export system protein LptA
EFAJBHHO_03785	CDS	726	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
EFAJBHHO_03786	CDS	1434	rpoN		COG1508	RNA polymerase sigma-54 factor
EFAJBHHO_03787	CDS	288	hpf_2		COG1544	Ribosome hibernation promoting factor
EFAJBHHO_03788	CDS	492	ptsN		COG1762	Nitrogen regulatory protein
EFAJBHHO_03789	CDS	855	rapZ		COG1660	RNase adapter protein RapZ
EFAJBHHO_03790	CDS	273	ptsO		COG1925	Phosphocarrier protein NPr
EFAJBHHO_03791	CDS	633	yrbL			putative protein YrbL
EFAJBHHO_03792	CDS	729	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
EFAJBHHO_03793	CDS	654	elbB	4.2.1.-	COG3155	Glyoxalase ElbB
EFAJBHHO_03794	CDS	2337	arcB	2.7.13.3	COG0642	Aerobic respiration control sensor protein ArcB
EFAJBHHO_03795	CDS	930	rimO_3	2.8.4.4		Ribosomal protein S12 methylthiotransferase RimO
EFAJBHHO_03796	CDS	4554	gltB	1.4.1.13	COG0067	Glutamate synthase [NADPH] large chain
EFAJBHHO_03797	CDS	1419	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
EFAJBHHO_03798	CDS	465	yhcH		COG2731	putative protein YhcH
EFAJBHHO_03799	CDS	876	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
EFAJBHHO_03800	CDS	690	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
EFAJBHHO_03801	CDS	1491	nanT			Sialic acid transporter NanT
EFAJBHHO_03802	CDS	894	nanA	4.1.3.3	COG0329	N-acetylneuraminate lyase
EFAJBHHO_03803	CDS	783	nanR_2		COG2186	HTH-type transcriptional repressor NanR
EFAJBHHO_03804	CDS	498	sspB		COG2969	Stringent starvation protein B
EFAJBHHO_03805	CDS	639	sspA		COG0625	Stringent starvation protein A
EFAJBHHO_03806	CDS	393	rpsI		COG0103	30S ribosomal protein S9
EFAJBHHO_03807	CDS	429	rplM		COG0102	50S ribosomal protein L13
EFAJBHHO_03808	CDS	1128	zapE		COG1485	Cell division protein ZapE
EFAJBHHO_03809	CDS	399	yhcB		COG3105	Inner membrane protein YhcB
EFAJBHHO_03810	CDS	1368	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
EFAJBHHO_03811	CDS	1068	degS	3.4.21.107	COG0265	Serine endoprotease DegS
EFAJBHHO_03812	CDS	939	mdh_1	1.1.1.37	COG0039	Malate dehydrogenase
EFAJBHHO_03813	CDS	471	argR_2		COG1438	Arginine repressor
EFAJBHHO_03814	CDS	264	bhsA_4			Multiple stress resistance protein BhsA
EFAJBHHO_03815	CDS	273	yhcO		COG2732	putative protein YhcO
EFAJBHHO_03816	CDS	1968	aaeB_2		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
EFAJBHHO_03817	CDS	933	aaeA_2		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
EFAJBHHO_03818	CDS	204	aaeX			Protein AaeX
EFAJBHHO_03819	CDS	930	dmlR_4			HTH-type transcriptional regulator DmlR
EFAJBHHO_03820	CDS	1446	tldD	3.4.-.-	COG0312	Metalloprotease TldD
EFAJBHHO_03821	CDS	3801				hypothetical protein
EFAJBHHO_03822	CDS	1470	rng	3.1.26.-	COG1530	Ribonuclease G
EFAJBHHO_03823	CDS	594	yhdE		COG0424	Maf-like protein YhdE
EFAJBHHO_03824	CDS	489	mreD		COG2891	Rod shape-determining protein MreD
EFAJBHHO_03825	CDS	1104	mreC		COG1792	Cell shape-determining protein MreC
EFAJBHHO_03826	CDS	1044	mreB		COG1077	Rod shape-determining protein MreB
EFAJBHHO_03827	CDS	1941	csrD			RNase E specificity factor CsrD
EFAJBHHO_03828	CDS	975	acuI	1.3.1.84	COG0604	putative acrylyl-CoA reductase AcuI
EFAJBHHO_03829	CDS	471	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
EFAJBHHO_03830	CDS	1350	accC	6.3.4.14	COG0439	Biotin carboxylase
EFAJBHHO_03831	CDS	1047				hypothetical protein
EFAJBHHO_03832	CDS	963	kdgK_3	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
EFAJBHHO_03833	CDS	990	rbsC_4		COG1172	Ribose import permease protein RbsC
EFAJBHHO_03834	CDS	1500	rbsA_2	3.6.3.17	COG1129	Ribose import ATP-binding protein RbsA
EFAJBHHO_03835	CDS	891	rbsB_2		COG1879	Ribose import binding protein RbsB
EFAJBHHO_03836	CDS	855	gatY_2	4.1.2.40		D-tagatose-1,6-bisphosphate aldolase subunit GatY
EFAJBHHO_03837	CDS	816	srlR_4		COG1349	Glucitol operon repressor
EFAJBHHO_03838	CDS	957	kdgK_4	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
EFAJBHHO_03839	CDS	243	yhdT		COG3924	putative membrane protein YhdT
EFAJBHHO_03840	CDS	1452	panF		COG4145	Sodium/pantothenate symporter
EFAJBHHO_03841	CDS	882	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
EFAJBHHO_03842	CDS	966	dus	1.3.1.-	COG0042	putative tRNA-dihydrouridine synthase
EFAJBHHO_03843	CDS	297	fis		COG2901	DNA-binding protein Fis
EFAJBHHO_03844	CDS	885	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
EFAJBHHO_03845	CDS	180				hypothetical protein
EFAJBHHO_03846	CDS	663	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
EFAJBHHO_03847	CDS	1158	acrE			Multidrug export protein AcrE
EFAJBHHO_03848	CDS	3105	acrF		COG0841	Multidrug export protein AcrF
EFAJBHHO_03849	CDS	126				hypothetical protein
EFAJBHHO_03850	CDS	222				hypothetical protein
EFAJBHHO_03851	CDS	1026	yhdW			Putative amino-acid ABC transporter-binding protein YhdW
EFAJBHHO_03852	CDS	1182	glnM_2		COG0765	putative glutamine ABC transporter permease protein GlnM
EFAJBHHO_03853	CDS	1104	yhdY		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
EFAJBHHO_03854	CDS	759	glnQ_3			Glutamine transport ATP-binding protein GlnQ
EFAJBHHO_03855	rRNA	111				5S ribosomal RNA
EFAJBHHO_03856	tRNA	76				tRNA-Thr(ggt)
EFAJBHHO_03857	rRNA	111				5S ribosomal RNA
EFAJBHHO_03858	CDS	198				hypothetical protein
EFAJBHHO_03859	CDS	249				hypothetical protein
EFAJBHHO_03860	CDS	1245	epsD_3			Type II secretion system protein D
EFAJBHHO_03861	CDS	1026	zot		COG4128	Zona occludens toxin
EFAJBHHO_03862	CDS	288				hypothetical protein
EFAJBHHO_03863	CDS	1713				hypothetical protein
EFAJBHHO_03864	CDS	234				hypothetical protein
EFAJBHHO_03865	CDS	252				hypothetical protein
EFAJBHHO_03866	CDS	318				hypothetical protein
EFAJBHHO_03867	CDS	1053				hypothetical protein
EFAJBHHO_03868	CDS	447			COG2932	putative HTH-type transcriptional regulator
EFAJBHHO_03869	CDS	423				hypothetical protein
EFAJBHHO_03870	CDS	1110				hypothetical protein
EFAJBHHO_03871	CDS	843	grsB_2			Gramicidin S synthase 2
EFAJBHHO_03872	CDS	294				hypothetical protein
EFAJBHHO_03873	rRNA	111				5S ribosomal RNA
EFAJBHHO_03874	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
EFAJBHHO_03875	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
EFAJBHHO_03876	CDS	927	coaA_1	2.7.1.33	COG1072	Pantothenate kinase
EFAJBHHO_03877	tRNA	76				tRNA-Thr(tgt)
EFAJBHHO_03878	tRNA	85				tRNA-Tyr(gta)
EFAJBHHO_03879	tRNA	75				tRNA-Gly(tcc)
EFAJBHHO_03880	tRNA	76				tRNA-Thr(ggt)
EFAJBHHO_03881	CDS	744				hypothetical protein
EFAJBHHO_03882	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
EFAJBHHO_03883	CDS	432				hypothetical protein
EFAJBHHO_03884	CDS	792			COG5266	putative protein
EFAJBHHO_03885	CDS	843	hemR_3		COG1629	Hemin receptor
EFAJBHHO_03886	CDS	1347	ltrA_2		COG3344	Group II intron-encoded protein LtrA
EFAJBHHO_03887	CDS	357				hypothetical protein
EFAJBHHO_03888	CDS	405				hypothetical protein
EFAJBHHO_03889	CDS	348				hypothetical protein
EFAJBHHO_03890	CDS	258				hypothetical protein
EFAJBHHO_03891	CDS	759				hypothetical protein
EFAJBHHO_03892	CDS	255				hypothetical protein
EFAJBHHO_03893	CDS	543				hypothetical protein
EFAJBHHO_03894	CDS	600				hypothetical protein
EFAJBHHO_03895	CDS	699				hypothetical protein
EFAJBHHO_03896	CDS	291				hypothetical protein
EFAJBHHO_03897	CDS	291				hypothetical protein
EFAJBHHO_03898	CDS	699				hypothetical protein
EFAJBHHO_03899	CDS	600				hypothetical protein
EFAJBHHO_03900	CDS	573				hypothetical protein
EFAJBHHO_03901	CDS	336				hypothetical protein
EFAJBHHO_03902	CDS	591				hypothetical protein
EFAJBHHO_03903	CDS	261				hypothetical protein
EFAJBHHO_03904	CDS	327			COG2963	Insertion element IS6110 uncharacterized 12.0 kDa protein
EFAJBHHO_03905	rRNA	1324				16S ribosomal RNA
EFAJBHHO_03906	tRNA	76				tRNA-Glu(ttc)
EFAJBHHO_03907	tRNA	77				tRNA-Ile(gat)
EFAJBHHO_03908	tRNA	76				tRNA-Ala(tgc)
EFAJBHHO_03909	rRNA	2901				23S ribosomal RNA
EFAJBHHO_03910	CDS	198				hypothetical protein
EFAJBHHO_03911	CDS	774				hypothetical protein
EFAJBHHO_03912	CDS	693	glmU_3	2.3.1.157		Bifunctional protein GlmU
EFAJBHHO_03913	CDS	474	pphB_2	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
EFAJBHHO_03914	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
EFAJBHHO_03915	CDS	909	ltnD	1.1.1.411		L-threonate dehydrogenase
EFAJBHHO_03916	CDS	1263	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
EFAJBHHO_03917	CDS	639	otnC	4.1.1.104		3-oxo-tetronate 4-phosphate decarboxylase
EFAJBHHO_03918	CDS	777	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
EFAJBHHO_03919	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
EFAJBHHO_03920	CDS	1044				hypothetical protein
EFAJBHHO_03921	CDS	552	fldP			Flavodoxin FldP
EFAJBHHO_03922	CDS	993	rpoS		COG0568	RNA polymerase sigma factor RpoS
EFAJBHHO_03923	CDS	1140	nlpD_1		COG0739	Murein hydrolase activator NlpD
EFAJBHHO_03924	CDS	627	pcm	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
EFAJBHHO_03925	CDS	762	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
EFAJBHHO_03926	CDS	1050	truD	5.4.99.27	COG0585	tRNA pseudouridine synthase D
EFAJBHHO_03927	CDS	480	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
EFAJBHHO_03928	CDS	711	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
EFAJBHHO_03929	CDS	312	ftsB		COG2919	Cell division protein FtsB
EFAJBHHO_03930	CDS	324	ygbE			Inner membrane protein YgbE
EFAJBHHO_03931	CDS	606	cysC	2.7.1.25	COG0529	Adenylyl-sulfate kinase
EFAJBHHO_03932	CDS	1428	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
